order_id,review_score,sentiment_negative_proba,aspect_delivery,aspect_seller_service,aspect_product_quality,aspect_completeness,aspect_expectation_match,aspect_packaging,aspect_price_value
71960e6af960919256a958a3633e1040,5,-1.7026854139510048,False,False,False,False,False,False,False
b324f4270850cbba23533b9a9d3434a9,4,-0.8355639047169289,True,True,True,False,False,True,True
25362fbf6aac4b01a28dee1e076acc26,5,-1.3099924723543688,False,True,False,False,False,False,False
97d2f8fe76f2f253b8291e17b5383884,1,0.788113745613755,True,False,False,False,False,False,False
4b32a4cdfc1b80066a8ee3a4b7a2094f,5,-0.9024665087778098,True,False,False,False,False,False,False
071251fe3b3493294536f03737a8a679,3,1.4525891717834725,True,False,False,False,False,False,False
34e6d418f368f8079ae152bc178bc66a,3,-0.15542514482562972,False,False,False,False,True,False,False
9ac05114800f02bfaa783bd76842dbe2,1,1.2998355944453608,False,False,False,False,False,False,False
491f193fc52075598871cfe6f19976d4,5,-1.5012233011865042,False,False,False,False,False,False,False
17b296b73ebefd6213299342b09f097f,5,,False,False,False,False,False,False,False
a11cd01ac67beef7e8bf09740d8a35c1,3,-0.8455595363842865,True,False,False,False,False,False,False
248907ae8054cb8e93d5aa44857779b4,5,-1.0257582857149892,True,False,False,False,False,False,False
a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,1.747304445086451,False,False,False,False,False,False,False
4a7cf245701068d38d441791b735e4bd,5,-1.9381732097541304,True,False,False,False,False,False,False
c676e726f8a14a9527b41b9dc50ca1bc,5,,False,False,False,False,False,False,False
b4039fffc67d7a5a75a3ba881d75e402,5,-1.5806498970691858,False,False,False,False,False,False,False
5bc4e94aef2841f392fb6fe7ceef69b6,5,-1.4614872038706146,False,False,False,False,False,False,False
b8702f50a689621ab21ef200b55a5b8d,3,0.012726765132494933,True,False,False,False,False,False,False
9218ec94cd0d96e4c3e6b8c1504aa8dc,5,-1.8856213386495217,True,False,True,False,False,False,False
45c780334bc32cb77559a65c5f171160,1,0.7775643630262596,True,False,False,False,False,False,False
1601df22ba2f78168443e6f729e74868,5,-1.7136848978777528,True,False,False,False,False,False,False
af76a45a10524549102e010f2bd9d3cd,1,1.089639526271819,True,False,False,False,False,False,False
7eba0b6b5cb480d65416e26e2528d250,4,-0.8168012326212709,True,False,False,True,False,False,False
77fc7da5ef4df2c48276ae832072dcf1,5,-1.6487320464206388,True,False,False,False,False,False,False
bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,0.6505999119403946,True,False,False,False,False,False,False
36e05888e17fa68e55b13477d9b53d3e,5,-1.3739718465645114,True,False,False,False,False,False,False
f25ddb6cd62d720a5d91fff80467930a,3,0.5999048223190275,True,True,False,False,False,False,False
546ffb713086001ce9f0009158f88b73,1,1.6116799280170953,False,False,False,False,False,False,False
5c973d2b4652e1dec15353b59339f3b4,5,-0.9267722267732722,False,False,False,False,False,False,False
950bb159eea525ff8947b92c93b02f8e,3,,False,False,False,False,False,False,False
2a3251c95a3d5c57ed230021faa588a0,5,,False,False,False,False,False,False,False
54b73f808b0ff25da4276773c30ac269,5,-1.7294033468434753,False,False,False,False,False,False,False
d5ba80d74b52c335ae36398d6159e6ee,1,0.8636333309825478,True,False,False,True,False,False,False
e18ebd6286697a3f0f6fe267d8286cb2,1,1.0517212085699237,True,False,False,True,False,False,True
560f7585b57fcc9579460fa21c0d8ec1,1,1.0848339264490017,False,False,False,False,False,False,False
3144812170fbb0c3b71bbd757609f605,5,-1.2236513993707776,False,True,False,False,False,False,False
c9645496b715730a1a5d07eb97a6bf6b,5,-1.9735694105430337,False,False,True,False,False,False,False
0a187dd7f4efe70e8c3b6e3779b3b133,5,-1.8176381696002286,False,False,False,False,False,False,True
cf34fe44babb9fd001a001acfa43cabf,5,,False,False,False,False,False,False,False
1c8898140458c37fbbf0be37d47193b9,5,-0.9063764349023994,True,False,False,False,False,False,False
1e91914c9706a5d4665b8c5a6294b107,4,0.1692340129511285,False,False,True,False,False,True,False
d9ff0185a300435402f043124f530274,1,0.768790409816712,False,False,False,False,False,False,False
bb5b0d8f3e9c964760c674f2aa2ae0cf,1,1.9480849419125446,True,True,True,False,False,False,False
2e5dc86c8c4aa663549caf5e31de840d,1,0.8846763056831289,True,False,False,True,False,False,False
cadd4c5765abf658117f2cc7e2a639c2,5,0.4172989595495019,True,False,False,False,False,False,True
3081ddf6e7c6afa4e4124e7882486fcd,5,-0.9589233379676134,True,False,False,False,False,False,False
6925682cc441a2514cd15f7f17ece7b2,5,-1.5048661443608782,False,False,False,False,False,False,False
201691efe89d4d71f36e5ea279a8759a,3,1.4364232802450632,True,True,False,True,False,False,False
fc8c2e8bc069aea361c41c313464993c,5,-1.17271195219053,False,False,True,False,False,False,False
15c8f741c0b7deafafea8af0f7bb6852,5,-1.809954233852885,True,False,False,False,False,False,False
935f0d2ac8ce7ce29f5712d2637ddb33,5,-1.0813720294037754,False,False,False,False,False,False,False
f3468d6a2c7586711e9952242898aad4,1,0.9756857261445989,True,False,True,True,False,False,False
0bcbcc3e0a09b3f6a9495de35f452616,5,-1.9763108710042054,True,False,True,False,False,False,False
82348f1b5f24ac795fa9320e02c49553,1,1.2275568472826164,True,False,False,True,False,False,False
22613579f7d11cc59c4347526fc3c79e,5,-1.0626542982395832,False,False,False,False,False,False,False
fc850201b579f014488f1cca40aaa06d,5,-0.25173165621115395,False,False,False,False,False,False,False
7bdfa70c4049e7319a3182997e27cb95,3,-0.4299107800507392,False,False,False,False,False,False,False
d451da9b109e1786f303924d04ed72a1,5,-0.7229838405667154,False,False,False,False,False,False,False
fd65651f855608ad1aa52ff4a741c31a,3,-0.6329205832564584,False,False,False,False,False,False,False
4b661d524b6f0788746514fb6f7ad3fa,3,-1.0740077626358193,True,False,False,False,False,False,False
287b045cfe9ba0ed08308efc06c366ae,3,0.6161309062755513,False,True,False,False,False,False,False
ff37040ee7efbb9709c2b4389c4c0fc4,5,-2.3408581357220783,True,False,True,False,False,False,False
512ba2efae3409f37660ce26199b32aa,1,0.8354511685789937,False,False,False,False,False,False,False
e6b23db78d4473c921fb9315e04b5c0f,1,1.462408368884471,True,True,False,False,False,False,False
eccb333547035c917db4396ff94c3182,3,0.6668777877073228,True,True,False,False,False,False,False
06ecfa8dfae87263e05d953aa561603d,5,,False,False,False,False,False,False,False
997cd0cc21c4cc23cf4b07c4f53834db,4,-1.3608263364518143,False,False,False,False,False,False,False
b3e8f5b15b942cacd19dba17d7179867,5,-1.0589168818089356,True,False,False,False,False,False,False
1a558554b7f10eba1ffdd56ce469df63,5,-0.6391238526838192,False,False,False,False,False,False,False
93720f5a467d2edd5e84e209e8a9a4f6,4,-0.14608164588285114,False,False,False,False,True,True,False
00b9e0f8f588d0406a3de447eb606970,5,-1.7241207716155884,False,False,False,False,False,False,False
268762d6a983092f8632e379836806eb,5,-1.776466169808069,False,False,False,False,False,False,False
ef1b29b591d31d57c0d7337460dd83c9,1,0.9761460201690532,True,True,False,False,False,False,True
d9fb85f3f3239e18e331c9f622d6998b,5,-0.9707731197771876,False,False,False,False,False,False,False
55b5a2fb966c36bed46f082ad6062914,1,1.0060244410122805,True,False,False,False,False,False,False
62a575a2a9f2c005b7ec7ff7dd76d5ee,1,-0.45152405756122466,False,False,True,False,False,False,False
dae4fcb62b78ccf2ff3ac4d49113a8f5,5,-1.194551411393388,False,False,True,False,False,False,False
4806c15e687faabdb46ca2643cfcfa6e,1,1.2208511614347963,True,False,False,True,False,False,False
993da8482e658ec7f1d0c6d955604936,1,-0.10706137880749625,True,True,False,False,False,False,False
e11c61aa2d539f826865ea728496f6d4,5,0.30277471706445414,False,False,False,False,False,False,False
1a2cff485ae2a17b68b6ccefb1ecdf93,5,-2.2285326892380963,True,False,False,False,False,False,False
c835e0746829dbae8bb92fb818ba654d,5,,False,False,False,False,False,False,False
824d9780d0313771024a0c70fe9dd9a7,3,-0.3737255742295077,True,False,False,False,False,True,False
afb1e1ccaac288ec1ab9754e2e36cdaf,5,-1.2592957731217798,False,False,False,False,False,False,False
93a157bd42d5aee115dbfbca895d9998,4,-0.9522884165619779,True,True,False,False,False,False,False
f23c71439ab24ac853522e783dd7dec2,5,-0.28280880418041715,True,False,False,False,False,False,False
60c6581ec5ed9187370902a251501b8c,5,-1.227859125896547,False,False,False,False,True,False,False
80a2b0dcabefef6a83477204433b2482,1,0.8702871109322553,True,False,False,True,False,False,False
33fb6b947580ee29bd0c6babed6049c1,2,0.7756742981319296,True,False,False,False,False,False,False
468c2f34312a6d270a20c7aef082041c,2,0.4706878140650833,True,True,False,False,False,False,True
108e1d5b7a25ff07b49e500b1c7ae4b0,1,1.9703962443967034,True,False,False,False,True,False,False
f464bdc3b17c2085e54b66d8e5ae1695,5,-0.9240559593736057,False,False,False,False,False,False,False
796b04ac2c7b508683f6010238b991f1,5,-1.2929011520636169,False,False,False,False,False,False,False
a0f2f8b0523207a13f02225bc812ed23,1,0.8412801859671363,True,False,False,False,False,False,False
1a1ef8dc595adbce0e5d75d806d69286,5,-1.8993178422163548,True,False,True,False,False,False,False
d66d818e0e5486b4382bdaad63390b53,5,-2.3985655800102816,True,False,False,False,False,False,False
15a31c39dee81bc534abff1f9b5ec6c2,5,-0.844962200742948,True,False,False,False,False,False,True
ac706ac9421036e88d5b2c96b058aba6,1,0.7938366234509687,True,False,False,False,True,False,False
92cd4be4e992be4ab03304531ce6c5f9,1,0.860759833337328,False,False,False,True,False,False,False
da532e87f26c130e0b3184bdd837982b,5,,False,False,False,False,False,False,False
df8e5e994bcc820fcf403f9a875201e6,5,-1.158901438750339,True,False,False,False,False,False,False
e7bf6c078fcd0eac3b977d498537e2b3,4,-1.1058938745687001,False,False,False,False,False,False,False
e0ffd1287f544946a6a6a2dca083e37f,5,-0.6505081777466725,True,False,False,False,False,False,False
7920529b8621a433718e66c72a763bdc,1,1.4511694211542765,False,False,False,False,False,False,False
534a0fbe91a806a1dc6bf09b497e3d6f,1,0.7840303655603685,True,False,False,False,False,False,False
6d7195bd775441e75af3f52c8c73031f,3,0.5093482008439527,True,False,False,False,False,False,False
c277dea251cfd74bf121060769a7135a,5,-1.8308612015904453,True,False,False,False,False,False,False
f506fd1443d94ad16f25a94426fb8805,5,-1.282993722295564,False,False,False,False,False,False,False
8458ad0c5a4b19319109dc629ac03c8f,5,-1.2836634065324497,True,False,False,False,False,False,False
51eaae3287e04efba45a51f52098fc88,1,1.5508172818999504,False,False,False,False,False,False,False
ecdc847ed73d804147eb009dec3a0a0c,4,-1.668756435658799,True,False,False,False,False,False,False
bfaea68f958681ec9d22aa2114b45721,4,-2.0070916704889235,True,False,False,False,False,False,False
729c445f5f350f88d5c9a3911d6e9bc0,5,-0.9089943629713501,True,False,False,False,False,False,False
a5a83c95ed669b7ba0ddce1d761c191f,1,1.3493367906897373,True,False,False,False,False,False,False
1b82cfd1e6a6d682ee254b2ff4cf387f,4,-0.1220915156152571,True,False,False,False,False,False,False
43050a51a257b17d51295e07650cb654,1,1.3939720608709703,False,True,True,False,False,False,False
f1eb378be592a06b8c3c6006b7d7102e,5,-1.379053746725455,False,False,False,False,True,False,False
a848ecb46fe108b35dd5bd7bf4fdddca,2,-0.1926578911237784,False,False,True,False,True,False,False
67274e3826cb110f3d0cb45f33c2275e,3,0.003952370263844873,False,True,True,False,False,False,False
38fc895ea0a2aa253a46a6fdbb65aaf5,5,-1.9950377143428768,True,False,False,False,False,True,False
f269e83a82f64baa3de97c2ebf3358f6,3,1.4902830203278374,False,False,True,False,False,True,False
b630c986ea5c14749196132407a05589,5,-1.8696989650478915,True,False,False,False,False,False,False
323ebc5450e01beac5ad45e926ecf923,5,,False,False,False,False,False,False,False
7368e14d8b9e7b886e433697b89e937c,3,-0.1987392887591809,False,False,False,True,False,False,False
9d7f2c9f33008498700ffdc3162878fb,5,-2.485812339248338,True,False,False,False,False,False,False
988551bc1edc4b81a7e98af061a60228,5,-1.160065730773268,True,False,False,False,False,False,False
68993f27a34bd02e3b2c2ebb5c41b9ec,2,0.47862393943756043,True,False,False,False,False,True,False
fb1d2527c581c02fc24ea10dd0a0a012,5,-0.21892380202640505,False,False,False,False,False,False,False
762955db358210db24103ff9ce1ddda7,1,0.9002428080965185,True,True,False,False,False,False,False
134bf8fea9ec1583380780902cf0dc7c,5,-0.8625245820034746,False,False,False,True,False,False,False
c81d1d3f8deeded6af5d352021b5a188,5,-2.032115237139804,True,False,False,False,True,False,False
0527142b56f235b4936a8573f33b020b,5,-2.4783471812584903,True,True,False,False,False,False,False
523824180b3b651c5d233b761bdd7597,1,1.4694512478283945,False,False,True,False,False,False,False
409e065598ea4a9dba359d894ab0cab9,1,0.6836902463712636,True,False,False,True,False,False,False
c09eea5faf2f865d54fac5b97b961a75,1,1.3767003012585004,True,False,False,False,False,False,False
1cbcc355e275e5143ab1dbf260ca14f1,3,-0.6890313686146925,True,False,False,False,False,False,False
6ce409ae9fc35c1c78c3190b660a23b4,5,-1.050336664293277,True,False,False,False,False,False,False
c5a47daec61dfde191baca4e5c10668f,4,-1.3668940578851667,True,False,False,False,False,False,False
87ecc025e6e05e1bd65706f6d689856c,4,-1.2180040320860681,True,False,False,False,True,False,False
327eb42fa668b532239f44713415a37a,3,0.611706731822273,True,False,False,False,False,False,False
1bfde5e32fa7b177c2c0f313c67ee333,5,,False,True,False,False,False,False,False
bf013ab8da2ddc44737310fb1f58361e,4,-0.30752897318744843,False,False,False,False,True,False,False
520a772c685704aec515546f7a098ea9,1,0.8017231620306179,False,False,False,False,False,False,False
ce136deab0b93414db6536909873e31b,5,-2.4284417601939303,True,False,False,False,False,False,False
4cd9478b63edacb631dcf780b036b157,4,-1.0988014892425793,False,True,False,False,False,False,False
544789a536e56050d352f95b48062912,1,1.525529010043091,False,False,False,False,False,False,False
b70e6b353379423761497f0d95376da2,5,-0.37922674501363285,False,False,False,False,False,False,False
5420abaef4ca382f6916df704a0d54b0,5,-0.46893609231494815,False,False,False,False,False,False,False
752c20debb41dbddf6f5898e8d83e766,4,-0.6542529896048868,True,True,False,False,False,False,False
adde6f841dc05dfe3899ed053001e5bc,5,-2.2128849525139898,False,True,True,False,False,False,False
e48bf703c3d5e80776e4d036425edddb,4,-1.7191496305786926,True,False,False,False,False,False,False
6d2fbf76787b9f35b1f3c3835a8a6a01,5,-1.0527104847172928,False,False,False,False,False,False,False
adad66be45caa015d25e03ed17610197,1,1.5348505289101837,True,False,False,False,False,False,False
24b41566e32a4a737536859707517572,5,-1.3497806609396883,True,False,True,False,False,False,False
93e56c4866b1bca15316f565c387e573,5,-2.3150086419962532,False,False,False,False,False,False,False
c862d307944b0dd344a6e4310a345564,3,-0.22282264941002541,False,False,False,False,False,False,False
934e266bc66e8ed5bba8266dfde60175,1,0.9412072549364702,False,False,False,False,False,False,False
20643f3f5e6c738074425d5ea256551a,4,-1.4993007415205142,False,False,False,False,False,False,False
d9aefa5d4ccd369c783f5121e069a470,5,-0.9149601036117723,False,True,False,False,False,False,False
05ad071b550b1cf2815e8bf3bec3291f,4,-0.8154176314051885,False,False,False,False,False,False,False
7dd12269fb63d70af90a488dc5e90876,5,-0.689432716561566,False,False,False,False,False,False,False
e30b9cda599826e24ad3f5eddf966583,1,1.4223504763706925,True,False,False,True,False,False,False
061295e635460bf36f1bb41bd54fd2d2,5,,False,False,False,False,False,False,False
af168723acee7d4de0144ad5361f547d,3,-0.46271105287505854,False,False,False,True,False,False,False
4b9d1bbbeed0481ecc124c66e355896f,5,-2.1797467374012394,True,False,False,False,False,False,False
bc8f3e9818eb33025b36bc379eebc6e8,3,-0.38242935902899405,True,True,False,False,False,False,False
50ca437944c60d3b838ce51d74a464b8,5,,False,False,False,False,False,False,False
b78daf077b6b98f10302642e4c657877,5,-1.884714530053997,True,True,False,False,False,False,False
613664f2d7289e4a0898d9bfeb426db0,5,-1.5850744231166387,False,True,False,False,False,False,False
52ef81c49a349b1162a7bd4a8c2034e4,4,,False,False,False,False,False,False,False
730308f506bdb6d00878bc7cce6109f9,1,0.6284312902107732,False,False,True,False,False,False,False
e996c39018a2d8a9e46fbbbbb10ee3a7,5,-1.4016461789273946,False,False,False,False,False,False,False
7ec4063a8ed5b8e7ab1b7bdd7951ffa9,5,-1.5891713149350917,True,False,False,False,False,False,False
c589bcc1414f7d7d949f353b1d1a45d9,5,-0.5219223068849683,True,False,False,False,False,False,False
c1ba0776bb79a0826691352f8d6ea4e0,5,-1.0510421898250766,True,False,False,False,False,False,False
6b5c527f8d210097a9cfaddd7bf4ec94,5,-1.281930958974371,True,False,False,False,False,False,False
058350ebe1e9c9b426d1331b4b6063d1,4,-2.1564430039049647,True,True,False,False,True,False,False
7977e307a9ea263c2cef8cdc9ccbbe26,2,0.9071959333566083,True,False,False,False,False,False,False
a1ea75ae7c9c7bb3f5b51a9ee910de31,5,-1.8132841018282932,True,True,False,False,False,True,False
109294a0d68947b6b49c0a59a8f951cd,4,,False,False,False,False,False,False,False
993f3fc78c8cdf418bd5b0f7cfffcaa9,2,-0.39601384794041544,False,False,True,False,False,False,False
26874945bcbf47606ab08580cf923693,1,0.8465937609164488,False,False,False,False,False,False,False
25a178eea0cfa9b0489aa1d8294423bf,1,0.9000083832585813,True,False,False,False,False,False,False
5b5043f6dc2ed04c3956162d98ee4005,3,-0.24605244444362542,True,False,False,False,False,False,False
60ddc3cf31819e316702f9ede42e26c7,5,-1.3731999219103952,True,False,False,False,True,False,False
4a359800ff0688de3eabc92972987238,5,-1.6751630316331583,False,False,False,False,False,False,False
04ad8c8d81d4c6b6936947bfe41c20fd,3,-1.3940893724185845,False,False,True,False,True,False,True
2b7f34e9b0b9eba10050d725278d8609,1,0.6603862595576765,True,False,False,False,False,False,False
a80aedf3acd66b4cd4f63901251af78f,4,-1.5390359042259996,True,False,False,False,False,False,False
e2f6cc7f7084110fd5473cfdae918307,5,-1.2592957731217798,False,False,False,False,False,False,False
b4138bbc55ffe9ddeb824f7e3068fc50,4,-0.25176500897074316,False,False,False,False,False,False,True
bef6f136b891658b2b57851b5afb5c99,5,-1.5170103393941958,True,False,False,False,False,False,False
43150008aa4569cfef4be756bd7dbdd3,2,0.7951898608697988,True,False,True,False,True,False,False
a5ace85930526f2e2c1f06c2d3383e90,1,1.3481529412963118,True,False,False,True,False,False,False
384f8660f6bc7396d5a875b60285c2dd,5,-0.47221024453214194,False,False,False,False,False,False,False
3d9d7644b996a0c8a0038a70c90830cb,5,-0.8695184577951028,True,False,False,False,False,True,False
f9dba21dfbb520ed911cebc91688195e,5,-1.0813720294037754,False,False,False,False,False,False,False
a6711e454e2bbe3bb021ec7fcfd3c6ac,1,0.9985868381479356,True,True,False,False,False,False,False
b4b03edd1ede75d36cd31b38d52bc9fb,5,-2.0657327901351548,True,False,True,False,False,False,False
00b12f4674177ef40c4bdb034138c843,5,-1.9959438604444841,True,False,False,False,True,False,False
c6984432d9f4eefb72712f14a8103b6e,4,-0.9439522130731687,True,False,False,False,False,False,False
69ffbfbfbabf0d4360c4deb0632b6f1a,1,1.49401150406013,True,False,False,False,False,False,False
ec0fa4ef7da067eb3a57abd8fc504352,4,-0.9184654777868743,False,True,False,False,False,False,False
2dc3f680b2788d38f7162482b575e41a,5,-1.680268686941782,True,False,False,False,False,False,False
a50a23ee8e09f54388b66da19c633bc4,1,0.5033665347430049,True,False,False,False,False,False,False
0bb77e62d791c3e5b009815ac19825be,5,-0.9008626813867594,False,False,False,False,False,False,False
1905a6fa69b8fe273cc0ec81f8ec31b5,2,2.060887285579707,True,False,False,False,False,False,False
0fc4514962014882225600c063477bd3,5,-1.6595889815773508,True,False,False,False,False,False,False
6f4719ee5e7d76f4a81d919ed3927f89,5,-1.7550363240952054,False,False,True,False,False,False,False
bf6a2df6b944199274254f8bb0159ec3,5,-0.7848473802821879,True,False,False,False,False,True,False
028d62c0fdae574114981f4fb33b5538,2,0.9765385468037332,True,False,False,True,False,False,False
06ef1c484cc535575da1724b5c6b913a,1,0.6336670747889285,True,True,False,True,False,False,False
b38eef08b40fc62c878cc175dd26cd8d,1,0.820744533254178,False,False,False,False,False,False,False
7dc5018fbc594b1ce9a945e6bcfc83c3,5,,False,False,False,False,False,False,False
7951fe56cf685dca47524b1986bf56b6,3,1.1833482888330926,False,False,False,False,False,False,False
793d395a896de12a846ed4f345bce550,2,1.5352452457378716,True,True,False,True,False,False,False
a45f5764071ee5b932d1f802e18bafcf,5,-1.504306985428021,False,False,False,False,False,False,False
0de5dbc9f3226761687d84b54057efba,4,-0.8250638714227495,False,True,False,True,False,False,False
655e65fc77c14d8f715cf7f9684182b2,1,0.6470311105586162,False,True,False,False,True,False,False
a0c370a65210b6a6e739cf8e302b9c77,1,1.8980457817345777,True,False,False,True,False,False,False
b002315497c6c537b93652174c833488,5,,False,False,False,False,False,False,False
483ad8e78dc16136316aded1f0602031,3,0.12280832868084679,True,False,False,False,False,False,True
9537e35e835d4ae6b7b219b8b2e36817,5,-0.4856656092650704,True,False,False,False,True,False,False
7beece85fb714c481300a516c9fb1ade,5,-0.798326849171014,False,False,False,False,False,False,True
3cde8944e2cad2f0494cf3f146b4081b,4,-1.4152574575033436,True,False,False,False,False,False,False
73bf036e9d518e060d6f766d816483cb,5,-1.9135043469734456,True,False,True,False,False,False,True
0ba01684638233b0955369c3ccbdb414,2,2.026452491004818,True,False,False,False,False,False,False
0ad0006728103ff08cda112f7940bcd1,5,-0.8883041901176054,True,False,False,False,False,False,False
f1ebfc223dc0c69af08b4810a6a200ca,5,-1.8364074139811009,False,False,False,False,False,False,False
8b12069891e5fff6b77a312c835e3904,5,-2.419515743557179,True,False,True,False,False,False,False
1d48ff4287c2ff4e757091486fa7c6d6,5,-0.7721390696456659,True,False,False,False,False,True,False
d5c8ece04dd0b02a4e72e1938194dd22,5,-0.8336608437288665,True,False,False,False,False,False,False
2d1f07a3af3df1ddc97efd57a74be3a9,3,1.3018086179142974,True,False,False,True,False,False,False
2fa7634ce48dabd9f75b76ab8c55a9b6,1,0.8117547510546392,False,False,False,False,True,True,False
2e175b759e9d426f83e9b55b6a0661b2,5,-1.276804706160422,True,True,False,False,False,False,False
2e23a32f0160b8226732e1fab87cbe59,4,-0.6039141396849265,False,True,False,False,False,False,False
759fc48b9360c6710317b337b9e8a974,1,1.6944071307191537,False,False,False,False,True,False,False
69ce5a9c71e938c852ea2142a90dddb7,5,-0.7517072428861855,False,False,False,False,False,False,False
c1387d81aa7018f9ecca06376610696d,4,-1.476550960105525,False,False,False,False,False,False,False
81fc6e842f84e86ce89b0f2e120e04cb,4,-1.400478314251095,True,False,False,False,False,False,True
00f251b943aba645652c7138e4716fee,5,-1.4864832953938407,True,False,False,False,False,False,True
1abad641fc19ed94a5eefb34fecbfc0d,3,0.3577621673875493,False,False,False,False,False,False,False
8d48068c3ecbc21886a881562c96d7fa,2,0.6300688577444743,False,False,False,False,False,False,False
63c10abe3e4a1cfbeda3cdde88766893,1,1.706571792094076,True,False,False,False,False,False,False
a41bb2f937139613df86a333fdbaa7c9,5,-0.9804246017780064,True,False,False,False,False,False,False
2efef48118e6846607240cd8910e05d0,5,-2.074349439655974,False,True,True,False,False,False,False
1c8166cad99e5856dfb7d622902c623c,4,-0.7886611251662204,True,False,False,False,False,False,False
0cae0419c5938004fa8b8dba302552d1,5,-2.3939217629860456,True,False,True,False,False,False,False
b191ff55d8fb38b19dca4409b536f14c,5,-1.102755254868995,True,False,False,False,False,False,False
6e8c8d566d0f92d9ac1a6e72bba1a34d,4,0.26612847265329564,True,False,False,False,False,False,False
06d7e8a85f5cfef576c5303ed7d7f2e5,4,-1.1515098815606477,True,False,False,False,False,False,False
d8253682886103126c169f93e8b46349,3,1.0036721565173083,True,False,False,True,False,False,False
75a935207305c1dd6146a8012323cad9,1,0.8007116662074802,True,True,False,False,False,False,False
b636037a882bd588f102f9f3fc29b2ca,5,-1.173890053908757,True,False,False,False,False,False,False
475f773f6c0d909e49b758adb2401e3a,1,0.8156246749686967,True,False,True,True,True,False,False
e387920071d53124f3db7d7b1a42c257,5,-1.6775355937002079,True,False,False,False,False,False,False
bdf7cbcf2a174866c15ade0d9a55bf7d,1,0.9063811377784,True,True,False,False,False,False,False
579d1ca1c229566ac9ad0bb17a50f99b,4,-1.2851605394419932,True,False,True,False,True,False,False
f4836c9fdf304c98f625b549ea6bbc39,1,0.8632227627981283,True,False,False,False,False,True,False
e9e76f41dadb7c83d5f8dcbd2ca7473a,2,0.28007152057486484,True,False,False,False,False,False,False
bac1117353bfc077a092eb57e24419cc,5,-2.0218161126407903,True,False,False,False,False,False,False
59463b9c36d6a23c7c054114382f6d33,5,-1.0668007741145162,False,False,False,False,False,False,False
0ec7299d65db721d9a6b5c95c2ff494a,5,-1.8548311558596442,False,False,False,False,False,False,False
7b2e128ff26556462b7d217f1b67600b,1,0.6051544760724265,True,False,False,False,False,False,False
8024bee268e76b6cff9da86da00f1490,4,-0.8536547558249284,True,False,False,False,False,False,False
dcd9b00fff62919c208f9e424f8b2c13,5,-1.511134719648342,True,False,False,False,False,False,False
635607b37cf3b851396ef5a76be8b89f,5,-1.329096399060096,True,False,False,False,True,False,False
634e8f4c0f6744a626f77f39770ac6aa,1,0.33978635085378217,False,False,False,False,False,False,True
